Customer_ID,Age,CLV,Loyalty_Score,Purchase_Frequency,Recency,Frequency,Monetary,Discount_Usage_Rate,Gender,Income_Level,Location,RFM_Segment,RFM_Segment_Name,Is_Churned,Churn_Probability,Risk_Category
CUST_00055,31.204586379475323,685.82,0.381,0.42,498,5,8300.97,0.042,Male,Medium,North,0,Champions,1,0.8064309618653251,High Risk
CUST_00056,42.344157670563675,67.79,0.108,0.2,451,2,813.91,0.0,Male,Low,Central,1,Loyal Customers,1,0.8846042431306267,High Risk
CUST_00057,30.72609742554914,296.65,0.423,0.16,366,7,3677.93,0.126,Female,Low,East,2,Potential Loyalists,1,0.666840070371666,Medium Risk
CUST_00058,37.15817671911989,632.72,0.636,0.19,84,10,7801.62,0.085,Female,High,Central,4,Hibernating,0,0.515177293252682,Medium Risk
CUST_00059,29.28255671644932,914.41,0.618,0.15,234,7,10786.37,0.091,Female,Medium,South,4,Hibernating,1,0.67378070147955,Medium Risk
CUST_00060,35.98219303126319,260.1,0.218,0.17,218,3,3173.03,0.036,Male,High,North,1,Loyal Customers,1,0.8603674887718235,High Risk
CUST_00061,65.72732907190391,270.35,0.366,0.11,411,5,3413.48,0.157,Female,High,East,0,Champions,1,0.8091630857801276,High Risk
CUST_00062,47.60702826781613,560.94,0.393,0.07,212,3,6437.77,0.07,Male,Medium,West,2,Potential Loyalists,1,0.8499119920630096,High Risk
CUST_00063,46.05984734776548,55.88,0.244,0.04,233,2,654.62,0.019,Male,Low,North,1,Loyal Customers,1,0.8779137845241559,High Risk
CUST_00064,50.389062330041455,773.96,0.561,0.12,116,6,9054.34,0.067,Male,Low,North,4,Hibernating,1,0.7352414085692902,High Risk
CUST_00065,44.52755518552491,72.37,0.099,0.28,1049,2,865.53,0.011,Female,Medium,South,3,At Risk,1,0.8864402421345645,High Risk
CUST_00066,59.81621183775388,615.79,0.503,0.13,233,6,7627.76,0.216,Male,Medium,North,2,Potential Loyalists,1,0.78706141554376,High Risk
CUST_00067,37.15129646551997,703.88,0.567,0.19,234,8,8392.26,0.209,Male,Medium,East,4,Hibernating,1,0.6217922535633934,Medium Risk
CUST_00068,62.464068165667655,60.25,0.226,0.04,442,2,809.65,0.176,Male,Medium,North,1,Loyal Customers,1,0.8937026940631053,High Risk
CUST_00069,38.4590542415235,94.66,0.186,0.13,556,3,1163.96,0.007,Female,Medium,Central,1,Loyal Customers,1,0.8512369827669656,High Risk
CUST_00070,34.412022744945446,410.58,0.317,0.09,610,3,4897.48,0.006,Female,Medium,Central,0,Champions,1,0.8568956908983557,High Risk
CUST_00071,40.83762501988023,46.06,0.041,30.0,1356,1,560.43,0.0,Female,Medium,South,3,At Risk,1,0.9676207116987724,High Risk
CUST_00072,35.37623683765888,175.38,0.24,0.05,479,2,2153.53,0.042,Male,High,Central,1,Loyal Customers,1,0.8831636198409875,High Risk
CUST_00073,45.271925681241214,235.17,0.252,0.1,203,3,2903.16,0.127,Female,Low,North,1,Loyal Customers,1,0.8644508029872339,High Risk
CUST_00074,38.698025337237844,548.62,0.433,0.19,276,6,6698.72,0.234,Male,Low,West,2,Potential Loyalists,1,0.7547204032000996,High Risk
CUST_00075,26.133809078926188,142.13,0.146,0.44,1118,3,1733.84,0.164,Female,Medium,South,3,At Risk,1,0.8501681009395197,High Risk
CUST_00076,58.84132746446625,187.06,0.284,0.11,472,4,2329.05,0.238,Female,Medium,Central,1,Loyal Customers,1,0.8344905115725345,High Risk
CUST_00077,49.75434542606752,640.37,0.597,0.25,242,10,7889.78,0.047,Male,Low,West,4,Hibernating,1,0.5362048948271482,Medium Risk
CUST_00078,47.555546103083344,170.79,0.34,0.11,339,5,2042.89,0.018,Female,Medium,North,1,Loyal Customers,1,0.7693843623744511,High Risk
CUST_00079,31.969567261825443,115.85,0.262,0.11,544,4,1445.18,0.222,Female,High,East,1,Loyal Customers,1,0.8081790803517368,High Risk
CUST_00080,53.943247812961296,535.61,0.517,0.14,94,7,6525.34,0.092,Female,Low,Central,2,Potential Loyalists,1,0.7062524737835195,High Risk
CUST_00081,10.520882250719268,233.67,0.211,0.4,1287,4,2833.5,0.011,Male,Low,North,3,At Risk,1,0.8034671219969551,High Risk
CUST_00082,39.081615263781444,361.73,0.317,0.23,438,5,4456.96,0.029,Female,Low,South,0,Champions,1,0.7942485529196291,High Risk
CUST_00083,37.59754125122716,873.0,0.657,0.15,85,8,10496.89,0.127,Male,Low,North,4,Hibernating,0,0.6435857188712808,Medium Risk
CUST_00084,64.29665197601209,391.48,0.418,0.21,562,7,4706.53,0.054,Male,Medium,West,0,Champions,1,0.699878371536535,Medium Risk
CUST_00085,35.888933581232244,117.71,0.209,0.11,281,3,1394.95,0.154,Female,High,Central,1,Loyal Customers,1,0.8460414087244175,High Risk
CUST_00086,42.99177449946346,612.5,0.439,0.14,50,5,7420.46,0.189,Male,High,South,2,Potential Loyalists,0,0.8041306766448727,High Risk
CUST_00087,41.080871043779936,689.24,0.514,0.2,483,7,8442.02,0.083,Female,Medium,South,4,Hibernating,1,0.7191255876820959,High Risk
CUST_00088,40.99276522960575,521.22,0.304,0.33,587,4,6249.37,0.045,Female,Low,East,0,Champions,1,0.8378284319798821,High Risk
CUST_00089,52.728309558163616,83.13,0.052,30.0,1772,1,1011.36,0.111,Female,Low,Central,3,At Risk,1,0.9699612018338711,High Risk
CUST_00090,42.84982301946327,224.01,0.313,0.1,183,4,2589.48,0.106,Female,Medium,North,1,Loyal Customers,1,0.8068069466459495,High Risk
CUST_00091,57.73902537786956,115.98,0.101,0.56,899,2,1412.92,0.141,Male,Medium,East,3,At Risk,1,0.8973029602258695,High Risk
CUST_00092,29.446385917038917,90.14,0.167,0.08,723,2,1053.11,0.055,Male,Medium,North,3,At Risk,1,0.8737856869739699,High Risk
CUST_00093,47.770697308164564,218.9,0.297,0.11,524,4,2584.94,0.216,Female,Medium,South,1,Loyal Customers,1,0.8167168042319202,High Risk
CUST_00094,46.4323184188583,209.68,0.388,0.09,63,5,2473.43,0.155,Male,Low,Central,1,Loyal Customers,0,0.7639553131035965,High Risk
CUST_00095,56.305799599992746,404.5,0.45,0.12,246,6,5042.44,0.071,Female,Medium,South,2,Potential Loyalists,1,0.7638850645006955,High Risk
CUST_00096,36.563841806008966,526.95,0.393,0.17,412,5,6517.32,0.07,Female,High,North,0,Champions,1,0.8076407251366305,High Risk
CUST_00097,34.336963104518304,594.91,0.485,0.14,188,6,7287.42,0.106,Male,Low,South,2,Potential Loyalists,1,0.7542489190395117,High Risk
CUST_00098,42.606477734716776,111.67,0.095,0.88,47,2,1362.24,0.063,Female,Medium,West,1,Loyal Customers,0,0.8913313344468845,High Risk
CUST_00099,38.66881677244588,115.13,0.187,0.14,948,3,1415.82,0.055,Female,Low,North,3,At Risk,1,0.8531620499654662,High Risk
CUST_00100,51.715709517773234,341.41,0.376,0.12,96,5,4238.6,0.034,Male,Low,South,2,Potential Loyalists,1,0.8004840255005465,High Risk
CUST_00101,40.245155261865705,376.17,0.362,0.23,388,6,4627.7,0.033,Male,High,West,0,Champions,1,0.7456870786290638,High Risk
CUST_00102,62.514050070590635,523.53,0.503,0.15,71,7,6266.64,0.125,Male,Low,Central,2,Potential Loyalists,0,0.7005533860089108,High Risk
CUST_00103,48.903556198353584,146.85,0.202,0.13,1010,3,1813.61,0.225,Male,High,Central,3,At Risk,1,0.8618528259324747,High Risk
CUST_00104,57.71990350515555,262.51,0.322,0.06,348,3,3439.18,0.326,Male,Medium,West,1,Loyal Customers,1,0.8834842975650423,High Risk
CUST_00105,19.442385650909472,265.45,0.271,0.16,454,4,3273.33,0.046,Female,High,Central,1,Loyal Customers,1,0.8130631594092967,High Risk
CUST_00106,56.246468489984956,405.4,0.308,0.17,187,4,4802.33,0.084,Male,Low,North,2,Potential Loyalists,1,0.8342992955962938,High Risk
CUST_00107,44.109483016090174,554.36,0.479,0.19,541,7,6783.11,0.045,Female,High,East,0,Champions,1,0.7061183092362739,High Risk
CUST_00108,62.938355278113136,57.18,0.195,0.1,80,3,725.57,0.004,Female,Medium,South,1,Loyal Customers,0,0.8641220767924445,High Risk
CUST_00109,23.576918613497714,829.39,0.653,0.19,355,9,10220.76,0.13,Female,Medium,South,4,Hibernating,1,0.5959825961647232,Medium Risk
CUST_00110,46.42590171970245,605.05,0.49,0.2,325,7,7540.99,0.047,Male,Medium,East,4,Hibernating,1,0.7315675548886769,High Risk
CUST_00111,54.151566208765914,1006.46,0.792,0.19,8,11,12091.01,0.064,Female,Medium,Central,4,Hibernating,0,0.4698131442907118,Medium Risk
CUST_00112,40.81022177692131,389.19,0.472,0.14,293,7,4874.91,0.106,Male,Low,West,2,Potential Loyalists,1,0.6948701448997795,Medium Risk
CUST_00113,53.79547694599699,796.81,0.659,0.17,124,9,9569.4,0.038,Female,Medium,Central,4,Hibernating,1,0.5886412966914725,Medium Risk
CUST_00114,46.30254055229137,593.43,0.562,0.16,279,8,7327.54,0.038,Female,Medium,East,4,Hibernating,1,0.6569964543847912,Medium Risk
CUST_00115,44.32202802562618,686.74,0.662,0.18,46,10,8348.65,0.064,Male,High,South,4,Hibernating,0,0.5123353937679106,Medium Risk
CUST_00116,60.623192488164236,380.2,0.486,0.13,50,7,4455.75,0.037,Female,High,North,2,Potential Loyalists,0,0.6720778396885759,Medium Risk
CUST_00117,40.245155261865705,438.29,0.354,0.19,966,5,5197.35,0.144,Male,Low,West,0,Champions,1,0.7801980783547701,High Risk
CUST_00118,47.0332672566808,372.26,0.427,0.13,299,6,4648.69,0.058,Male,Medium,South,2,Potential Loyalists,1,0.7535187415455364,High Risk
CUST_00119,26.78497714183466,524.94,0.433,0.12,281,5,6474.8,0.094,Male,High,East,2,Potential Loyalists,1,0.7947217300376413,High Risk
CUST_00120,45.85207929907953,456.41,0.483,0.11,129,6,5450.89,0.028,Female,Medium,South,2,Potential Loyalists,1,0.731007344674061,High Risk
CUST_00121,24.63650646117693,477.44,0.488,0.15,290,7,5923.06,0.067,Male,Medium,East,2,Potential Loyalists,1,0.6842567055005931,Medium Risk
CUST_00122,24.380760091096,847.35,0.649,0.2,296,9,10340.14,0.047,Male,Medium,East,4,Hibernating,1,0.5852363780593481,Medium Risk
CUST_00123,39.50048758855691,225.65,0.095,30.0,799,1,2745.36,0.0,Female,Medium,North,3,At Risk,1,0.9700203003011231,High Risk
CUST_00124,29.19861210311304,51.06,0.132,0.11,758,2,596.63,0.002,Male,Low,Central,3,At Risk,1,0.8741424336168493,High Risk
CUST_00125,42.137541109132776,423.28,0.483,0.14,290,7,5143.03,0.062,Female,High,South,2,Potential Loyalists,1,0.6801557208223598,Medium Risk
CUST_00126,40.427625518205474,421.52,0.453,0.17,135,7,5004.14,0.027,Male,Medium,West,2,Potential Loyalists,1,0.6651245863577081,Medium Risk
CUST_00127,50.402188760105716,343.41,0.281,0.19,551,4,4072.31,0.083,Female,Low,Central,0,Champions,1,0.8287540226801123,High Risk
CUST_00128,45.65244197701625,388.09,0.404,0.11,211,5,4689.61,0.008,Female,Low,South,2,Potential Loyalists,1,0.7861771384745284,High Risk
CUST_00129,43.11905762962875,274.27,0.304,0.07,318,3,3525.29,0.016,Female,Low,East,1,Loyal Customers,1,0.8735576081015638,High Risk
CUST_00130,24.50756714922262,435.52,0.516,0.12,8,7,5221.21,0.047,Female,Medium,West,2,Potential Loyalists,0,0.6488935446502322,Medium Risk
CUST_00131,36.42273676776442,752.27,0.542,0.27,491,8,9151.46,0.081,Female,Medium,East,4,Hibernating,1,0.6554864669756618,Medium Risk
CUST_00132,66.07410754447966,406.66,0.339,0.36,451,6,4898.76,0.032,Female,Medium,South,0,Champions,1,0.7643751349154831,High Risk
CUST_00133,51.1141305703797,271.08,0.183,0.51,1008,3,3325.86,0.112,Male,High,West,3,At Risk,1,0.8744428019969666,High Risk
CUST_00134,62.912999685641566,222.48,0.286,0.12,250,4,2742.53,0.074,Male,Low,South,1,Loyal Customers,1,0.8386981354111709,High Risk
CUST_00135,35.41707733157486,556.41,0.418,0.06,295,3,7125.99,0.126,Male,Low,Central,0,Champions,1,0.8929046314084681,High Risk
CUST_00136,35.038585134187606,333.1,0.458,0.14,47,7,3924.54,0.106,Male,Low,West,2,Potential Loyalists,0,0.6454752481145362,Medium Risk
CUST_00137,37.13262343760309,194.38,0.146,0.2,1237,2,2341.57,0.044,Female,High,Central,3,At Risk,1,0.8873208936613578,High Risk
CUST_00138,29.109236055500826,677.4,0.635,0.16,31,9,8090.62,0.08,Male,Medium,Central,4,Hibernating,0,0.5387727108271255,Medium Risk
CUST_00139,64.51984587618767,140.03,0.135,0.17,985,2,1679.62,0.028,Male,Medium,North,3,At Risk,1,0.8976173912381633,High Risk
CUST_00140,59.43534586524773,274.01,0.426,0.15,282,7,3360.23,0.055,Female,Low,West,2,Potential Loyalists,1,0.6891272856355475,Medium Risk
CUST_00141,43.11667002065778,591.52,0.598,0.17,30,9,7029.61,0.06,Male,Medium,North,4,Hibernating,0,0.5448095198494581,Medium Risk
CUST_00142,29.148200498747098,317.16,0.506,0.18,45,9,3768.26,0.179,Female,Low,South,2,Potential Loyalists,0,0.5075531765842903,Medium Risk
CUST_00143,63.96409788211535,532.6,0.401,0.16,534,5,6532.27,0.255,Male,Medium,North,0,Champions,1,0.8232127246020464,High Risk
CUST_00144,63.80790553221921,255.12,0.215,0.08,925,2,2961.84,0.36,Female,Medium,East,3,At Risk,1,0.893390241346315,High Risk
CUST_00145,42.03675141268448,259.26,0.217,0.08,69,2,2994.67,0.363,Male,Low,West,1,Loyal Customers,0,0.8815722551198286,High Risk
CUST_00146,41.072727029747796,627.3,0.599,0.18,35,9,7596.74,0.043,Male,Medium,Central,4,Hibernating,0,0.5679082015599514,Medium Risk
CUST_00147,34.14872531113008,441.78,0.343,0.13,19,4,5211.67,0.07,Male,High,West,2,Potential Loyalists,0,0.8161075292656562,High Risk
CUST_00148,34.80930174616455,576.26,0.461,0.11,406,5,6973.46,0.038,Male,High,South,0,Champions,1,0.7915617930714126,High Risk
CUST_00149,61.268535843731144,718.5,0.506,0.16,368,6,8859.84,0.053,Female,Medium,East,4,Hibernating,1,0.7968112199740971,High Risk
CUST_00150,35.21951931787662,571.35,0.427,0.14,619,5,6986.83,0.013,Male,Low,Central,0,Champions,1,0.8014039149558905,High Risk
CUST_00151,31.034705332716847,398.75,0.439,0.09,32,5,5072.61,0.015,Male,Medium,East,2,Potential Loyalists,0,0.7984259220598227,High Risk
CUST_00152,40.65903158382709,254.28,0.402,0.12,156,6,3200.49,0.116,Female,Medium,North,2,Potential Loyalists,1,0.7341692589079809,High Risk
CUST_00153,39.84707019413958,203.06,0.129,0.49,1446,2,2459.45,0.09,Female,Medium,Central,3,At Risk,1,0.891707183554955,High Risk
CUST_00154,52.652742590189376,131.98,0.16,0.1,117,2,1666.89,0.109,Female,Medium,North,1,Loyal Customers,1,0.8952846915220833,High Risk
CUST_00155,58.11725574951548,323.51,0.373,0.12,240,5,3808.08,0.114,Female,Medium,Central,2,Potential Loyalists,1,0.782360937776302,High Risk
CUST_00156,44.82441376056306,87.31,0.258,0.04,76,2,990.92,0.05,Male,Medium,West,1,Loyal Customers,0,0.8755582606285153,High Risk
CUST_00157,40.245155261865705,391.71,0.448,0.12,6,6,4645.05,0.083,Male,Medium,West,2,Potential Loyalists,0,0.7183380131009871,High Risk
CUST_00158,44.52760591653823,193.08,0.15,0.18,670,2,2372.92,0.0,Female,Medium,West,3,At Risk,1,0.8934789061471328,High Risk
CUST_00159,27.299375165835375,503.51,0.447,0.15,525,6,6000.97,0.042,Female,Medium,East,0,Champions,1,0.7188572437596683,High Risk
CUST_00160,33.845027500343015,891.31,0.598,0.12,268,6,10729.8,0.056,Male,Medium,Central,4,Hibernating,1,0.7591507341158108,High Risk
CUST_00161,36.7739898784579,184.4,0.266,0.22,1041,5,2233.08,0.151,Female,Medium,North,3,At Risk,1,0.7705363153144095,High Risk
CUST_00162,40.245155261865705,988.42,0.648,0.2,415,8,11975.93,0.019,Female,High,West,4,Hibernating,1,0.6742382833325565,Medium Risk
CUST_00163,32.76822633633621,356.98,0.315,0.08,445,3,4215.89,0.0,Male,Low,North,1,Loyal Customers,1,0.8495144204299473,High Risk
CUST_00164,55.62219001792114,165.97,0.172,0.1,390,2,1951.02,0.333,Female,Medium,North,1,Loyal Customers,1,0.890498030054847,High Risk
CUST_00165,40.245155261865705,77.63,0.18,0.13,1073,3,970.17,0.037,Male,Low,South,3,At Risk,1,0.8524372803744299,High Risk
CUST_00166,46.287432005293525,260.83,0.207,0.09,626,2,3138.89,0.0,Male,Medium,South,3,At Risk,1,0.8920935932576863,High Risk
CUST_00167,21.33100028954046,133.03,0.245,0.14,742,4,1564.05,0.135,Female,Medium,North,3,At Risk,1,0.7938031120385554,High Risk
CUST_00168,9.502815174814849,502.27,0.456,0.48,1136,9,6116.41,0.085,Male,Low,East,0,Champions,1,0.5344814366897541,Medium Risk
CUST_00169,31.380359005951014,397.6,0.42,0.1,293,5,5049.56,0.126,Male,Low,East,2,Potential Loyalists,1,0.7991032598070359,High Risk
CUST_00170,50.87065133788604,316.34,0.385,0.11,258,5,3685.58,0.013,Female,Low,East,2,Potential Loyalists,1,0.7704931990175499,High Risk
CUST_00171,23.924458021674504,457.91,0.467,0.12,329,6,5681.04,0.033,Male,Medium,South,2,Potential Loyalists,1,0.7369052840987088,High Risk
CUST_00172,41.78668273182668,171.68,0.343,0.07,167,4,2214.4,0.019,Male,High,South,1,Loyal Customers,1,0.8234899623728292,High Risk
CUST_00173,22.795497130457385,1082.17,0.745,0.17,98,9,12972.23,0.08,Female,Medium,South,4,Hibernating,1,0.5736769194280007,Medium Risk
CUST_00174,57.584677066229126,292.27,0.319,0.11,181,4,3402.79,0.09,Male,Medium,East,1,Loyal Customers,1,0.8223293439894059,High Risk
CUST_00175,59.100607878257875,396.14,0.406,0.16,135,6,4969.88,0.085,Male,Medium,North,2,Potential Loyalists,1,0.772440887003097,High Risk
CUST_00176,39.784917117257756,127.31,0.177,0.08,359,2,1518.58,0.102,Male,High,East,1,Loyal Customers,1,0.8821870832912196,High Risk
CUST_00177,36.918195664891215,765.7,0.614,0.16,268,8,9334.63,0.091,Female,Low,North,4,Hibernating,1,0.6525439422558384,Medium Risk
CUST_00178,52.291438981352684,86.85,0.107,0.25,1133,2,1039.41,0.0,Male,Medium,North,3,At Risk,1,0.8905762433173706,High Risk
CUST_00179,50.34358102072187,242.31,0.315,0.1,24,4,2923.8,0.012,Female,Medium,Central,1,Loyal Customers,0,0.8244464425377124,High Risk
CUST_00180,47.480793266996216,613.56,0.489,0.14,217,6,7249.14,0.105,Female,Low,East,2,Potential Loyalists,1,0.7373192709061632,High Risk
CUST_00181,19.9626499351792,331.16,0.358,0.09,64,4,3912.73,0.063,Female,High,South,1,Loyal Customers,0,0.7977337455822315,High Risk
CUST_00182,61.176243211152624,576.6,0.558,0.12,22,7,7023.31,0.121,Female,Medium,North,2,Potential Loyalists,0,0.7148913457528893,High Risk
CUST_00183,54.22252349813067,712.44,0.511,0.15,448,6,8689.8,0.018,Male,High,South,4,Hibernating,1,0.7798759901647575,High Risk
CUST_00184,31.95952967733584,289.53,0.236,0.15,421,3,3576.24,0.229,Female,Low,East,1,Loyal Customers,1,0.862425014005196,High Risk
CUST_00185,41.37073178394448,803.58,0.541,0.21,79,7,9622.95,0.06,Male,Low,South,4,Hibernating,0,0.7046228918490486,High Risk
CUST_00186,41.80362113754253,375.76,0.236,0.1,4,2,4673.04,0.022,Female,Medium,South,1,Loyal Customers,0,0.9031138080721539,High Risk
CUST_00188,41.209809067048624,482.74,0.433,0.11,27,5,5906.39,0.031,Female,Low,East,2,Potential Loyalists,0,0.7966535863057387,High Risk
